stop_id,stop_name,stop_lat,stop_lon,zone_id
32863,32863,47.870650601833624,-122.27023814196647,2
98878,98878,47.54670502421579,-122.61252129125367,6
98882,98882,47.55014225624161,-122.37633784692338,4
131651,131651,47.35807564748236,-122.08071581162635,3
98890,98890,47.55269712982146,-122.17029938078723,3
98891,98891,47.55302002477873,-122.14174762323069,3
98894,98894,47.551235247303445,-122.28805153578334,4
98899,98899,47.55103157578762,-122.3020572898642,4
66135,66135,47.69269658131311,-122.27081913013551,4
98907,98907,47.55101519166609,-122.30173996130877,4
125713,125713,47.38651039921044,-122.30161735920697,3
131692,131692,47.35520335375895,-122.30080329237106,3
131697,131697,47.358012786305856,-122.06167854088517,3
98934,98934,47.55048740375557,-122.33421753278375,4
164476,164476,47.16721953702101,-122.49077375145947,5
131711,131711,47.35798889486863,-122.05363978368663,3
98945,98945,47.55117594140825,-122.27766429493852,4
66179,66179,47.69327750818568,-122.21007553205054,3
164489,164489,47.16669710671065,-122.52319749450443,5
98956,98956,47.55045906260026,-122.32957761292872,4
164495,164495,47.166701843540984,-122.52067166784543,5
164505,164505,47.16673189727654,-122.51548326339518,5
164512,164512,47.169796764919845,-122.293485184801,5
131746,131746,47.35797539071519,-122.03699869776439,3
66211,66211,47.69197537079378,-122.30234616732706,4
98980,98980,47.551120921922234,-122.26586419686393,4
131750,131750,47.35796402053183,-122.03753722477738,3
164521,164521,47.16751815575699,-122.45527584562055,5
98991,98991,47.55110367038601,-122.26217332635679,4
164533,164533,47.16667377759857,-122.51005789401411,5
66235,66235,47.69057290665662,-122.39832722843049,4
164542,164542,47.16974142102595,-122.28552565799038,5
66240,66240,47.69056885792119,-122.39693007008735,4
66245,66245,47.69057038030999,-122.39583121620828,4
164550,164550,47.16662088465406,-122.50752621733224,5
66252,66252,47.69057206244907,-122.3930001681066,4
66254,66254,47.69057282726416,-122.39194214281198,4
164561,164561,47.169717575166594,-122.27994871911494,5
99027,99027,47.5501024706957,-122.31775434475638,4
66263,66263,47.69057375553426,-122.39032846246967,4
164572,164572,47.16662233845202,-122.5000744381736,5
66270,66270,47.690575545505126,-122.38759775542832,4
66275,66275,47.69058567197702,-122.38434460655213,4
66277,66277,47.69469017864403,-122.04541272187915,3
66278,66278,47.690588973019615,-122.38327208660175,4
164583,164583,47.167403235472804,-122.44205475153606,5
164584,164584,47.169690933909095,-122.27209196888927,5
66286,66286,47.69059916885494,-122.38002849740525,4
164594,164594,47.166595844924466,-122.49417071102138,5
66294,66294,47.69060914901181,-122.37680592561304,4
164599,164599,47.16970660406924,-122.265370235982,5
54740,54740,47.75649082498964,-122.15281324806186,3
66303,66303,47.690620723770806,-122.37410298844314,4
66305,66305,47.69062657412818,-122.37276298870667,4
66311,66311,47.69063666284189,-122.37040233785453,4
99082,99082,47.55155060638106,-122.1791761133922,3
66315,66315,47.69064106491461,-122.36934609692682,4
66318,66318,47.69319762583783,-122.16481957122961,3
33555,33555,47.86604055764911,-122.30350078401578,2
66324,66324,47.69065540197422,-122.3659929852927,4
164631,164631,47.16522568837768,-122.57396690112179,5
66342,66342,47.6867107506334,-122.63046873897929,6
164649,164649,47.16900192208927,-122.30417773536989,5
66346,66346,47.6906255482745,-122.3606476702714,4
66358,66358,47.69061027034517,-122.3579821741973,4
66360,66360,47.69318547518289,-122.15118321529168,3
66367,66367,47.69033479767087,-122.37680494166685,4
99140,99140,47.54955604981778,-122.3172074999559,4
66374,66374,47.69123610787172,-122.30684838250333,4
66375,66375,47.69059512780536,-122.35530187438088,4
131913,131913,47.34977275785664,-122.58922618249842,5
66381,66381,47.69058712581598,-122.3526014812551,4
66388,66388,47.690578916847464,-122.34991183476767,4
82062,82062,47.62508098355333,-122.20700740233254,3
147599,147599,47.262778783864604,-122.44974110287663,5
66397,66397,47.690570841082305,-122.34720738379654,4
66405,66405,47.690562612225946,-122.34452180323393,4
99175,99175,47.54849159073722,-122.38714359650041,4
66412,66412,47.69054623943624,-122.34237348636927,4
66423,66423,47.690529867201434,-122.34022206651228,4
66436,66436,47.69050093546297,-122.33644035764279,4
99205,99205,47.5538981356042,-121.89989857025992,3
99223,99223,47.5483230456661,-122.37636949180313,4
66460,66460,47.69092623103027,-122.2906948995645,4
66461,66461,47.6929426260092,-122.12333618975825,3
87538,87538,47.59525230867466,-122.536215445479,6
66484,66484,47.69291662055362,-122.11842834403025,3
66493,66493,47.69039691978447,-122.32300023127256,4
99263,99263,47.54968164069076,-122.2588271168083,4
66497,66497,47.692901572639,-122.11353128942105,3
99267,99267,47.55168901136325,-122.05872389505234,3
99271,99271,47.551916730859666,-122.06485860479735,3
99272,99272,47.552022265318804,-122.05423882430632,3
66507,66507,47.69036910392493,-122.31761614597417,4
99277,99277,47.5508285943688,-122.15801271704477,3
164815,164815,47.16541390675133,-122.51287489651519,5
99282,99282,47.552012354628566,-122.05001894467945,3
99287,99287,47.54888553069618,-122.31113075986755,4
66523,66523,47.692870080865646,-122.10160464343323,3
22010,22010,47.97404314873206,-122.19912177717612,2
99302,99302,47.55197438831454,-122.04598019153458,3
99303,99303,47.54994996334552,-122.22163182272023,3
132078,132078,47.35375434982459,-122.22920981568198,3
99316,99316,47.551931591660946,-122.04371571590782,3
66550,66550,47.69151268273296,-122.21000846017121,3
164857,164857,47.17013945462111,-122.14412283866028,5
66561,66561,47.69280743295045,-122.09270944557086,3
99332,99332,47.548655046716746,-122.31602210505443,4
71169,71169,47.669009636088084,-122.33173412473607,4
99342,99342,47.55159311746867,-122.05879215699225,3
71171,71171,47.66935064531531,-122.30545568139831,4
164896,164896,47.16502773791993,-122.51223674017487,5
99361,99361,47.55008903470322,-122.19012145097678,3
33826,33826,47.86561881606551,-122.21789315283725,2
99372,99372,47.54865735695246,-122.30103169774861,4
99377,99377,47.5489453639853,-122.27700901094165,4
66610,66610,47.691789761480734,-122.16488716554733,3
99384,99384,47.5486121461982,-122.30129772319711,4
66617,66617,47.690203240382324,-122.29071355709405,4
66625,66625,47.690194193310255,-122.2880762739455,4
33863,33863,47.867846704096486,-121.99552477288138,1
66635,66635,47.690185258811134,-122.28533675476721,4
33885,33885,47.864183105318574,-122.30357795596662,2
164959,164959,47.169431761465404,-122.16411396594575,5
99425,99425,47.54805101020238,-122.32958397218502,4
66670,66670,47.68868332980535,-122.38760110823979,4
136723,136723,47.32239384921211,-122.3346552955459,3
60265,60265,47.723997064482006,-122.3126607708915,4
33913,33913,47.8641086838388,-122.29265408228541,2
99454,99454,47.54974947658393,-122.17931373720302,3
66688,66688,47.68872432812515,-122.3767996191819,4
99459,99459,47.54976729011873,-122.1756799555171,3
33927,33927,47.86407665127377,-122.28722982434694,2
99469,99469,47.54974742744531,-122.1741242612697,3
99472,99472,47.54797380128114,-122.31610396539762,4
33943,33943,47.864059779849484,-122.28183620470837,2
33944,33944,47.86510645829445,-122.19642235931681,2
33951,33951,47.86403317650296,-122.28038321273928,2
33952,33952,47.865000033286606,-122.20083765613968,2
33961,33961,47.86403266230374,-122.2767486264609,2
33974,33974,47.86401438055119,-122.27245346018576,2
132286,132286,47.352874645475175,-122.17613123925176,3
33984,33984,47.86401236087706,-122.26864890492686,2
99521,99521,47.54778335488305,-122.31769469730314,4
165065,165065,47.16889271960405,-122.159238975242,5
99534,99534,47.549400790521666,-122.18549469558538,3
34005,34005,47.86400484342926,-122.26167534954146,2
165087,165087,47.16489414481611,-122.45536810027461,5
99556,99556,47.549368862521256,-122.18238590051556,3
66789,66789,47.68870919692146,-122.33642196460762,4
99572,99572,47.54668274167886,-122.38719542185852,4
132345,132345,47.3440532321704,-122.76325672775907,5
34063,34063,47.864164560233014,-122.21313662146432,2
66835,66835,47.68862815852186,-122.32297651086401,4
99604,99604,47.54790733584945,-122.28644656056503,4
165143,165143,47.16476361130366,-122.44191991061214,5
99611,99611,47.54285027885935,-122.63597888620524,6003
165148,165148,47.16414785214737,-122.4836273487663,5
99618,99618,47.55090380120344,-122.02474939889369,3
99630,99630,47.547356862861825,-122.32015251288705,4
165176,165176,47.16347910046175,-122.52062693496941,5
66895,66895,47.68969389721821,-122.20993542448991,3
165204,165204,47.163613237194824,-122.50642159286522,5
66909,66909,47.688505360573274,-122.30164154974699,4
66921,66921,47.689650900806164,-122.20461858189886,3
99691,99691,47.542528161367365,-122.63622193091831,6
132466,132466,47.35187502011989,-122.16547764960548,3
99702,99702,47.54659890991789,-122.35485039857087,4
66950,66950,47.68828613302536,-122.30168145714548,4
99721,99721,47.54238230484971,-122.63860154782161,6
27544,27544,47.91593480248486,-122.23363160696874,2
198040,198040,47.755084165194255,-122.17437494678589,3
99737,99737,47.546991068798974,-122.31491415758157,4
66970,66970,47.68961530560603,-122.18854230672534,3
66971,66971,47.68842350822476,-122.28528250342949,4
99743,99743,47.54877236910824,-122.17011813871164,3
158619,158619,47.199140583725594,-122.4339284239158,5
34216,34216,47.865812065457426,-121.99044444225973,1
99763,99763,47.54698101060922,-122.30793642042883,4
67011,67011,47.68669671738754,-122.4027765446518,4
67016,67016,47.68674098642305,-122.39831452310386,4
165322,165322,47.16398476002424,-122.44132820677547,5
132555,132555,47.34537415813367,-122.58920309284241,5
67023,67023,47.68953829990256,-122.17573832861946,3
34261,34261,47.86341268211924,-122.19189078723316,2
67033,67033,47.68680272742479,-122.38759262567741,4
99807,99807,47.54555091668187,-122.39853815379948,4
34275,34275,47.86370226792536,-122.1612801321848,2
34278,34278,47.86348432000719,-122.17949204688864,2
34281,34281,47.86195582476053,-122.30351615492809,2
67054,67054,47.68687806075144,-122.37679302526276,4
132593,132593,47.35088253457125,-122.17613490922055,3
165369,165369,47.16175780960969,-122.57388617041927,5
104022,104022,47.521707889642784,-122.65958903268722,6
67085,67085,47.689463985295966,-122.16499811477317,3
67086,67086,47.68693629316733,-122.36600151889807,4
165391,165391,47.167490027585785,-122.14417916572812,5
34321,34321,47.863313612969094,-122.17485900167759,2
34323,34323,47.86307696428444,-122.1939458203656,2
99869,99869,47.54639985846394,-122.31611896388739,4
99880,99880,47.541726209234135,-122.63621728760026,6
67118,67118,47.68694198432081,-122.35529948973623,4
104030,104030,47.53003786946921,-122.03119497894525,3
125876,125876,47.38696526887119,-122.20482909504729,3
60341,60341,47.723209790593614,-122.33958307576641,4
99906,99906,47.54637932554485,-122.30060089458686,4
147723,147723,47.262082141631296,-122.45108248870324,5
99908,99908,47.546372151762185,-122.30033197557545,4
67143,67143,47.68694227501746,-122.34450321527638,4
165449,165449,47.16247172053373,-122.50564946497988,5
67164,67164,47.68691823605058,-122.33640574517898,4
34400,34400,47.86197911832422,-122.25780386835083,2
99937,99937,47.548056259550094,-122.1552936523639,3
67171,67171,47.68747531623726,-122.29062390198462,4
99943,99943,47.54512098115782,-122.38574975376241,4
87655,87655,47.59473526116881,-122.51936038709826,6
165484,165484,47.16307510856623,-122.455419482024,5
67183,67183,47.68688825812451,-122.33165183357838,4
67193,67193,47.68685006980136,-122.32833306636482,4
67211,67211,47.689315019873675,-122.11792052407557,3
67223,67223,47.686787319505726,-122.32295120335226,4
60357,60357,47.72320791579278,-122.33418363772638,4
67240,67240,47.68675966180228,-122.32025238372741,4
67246,67246,47.68673211075396,-122.31755285524476,4
100018,100018,47.5487689621297,-122.07221697955715,3
100019,100019,47.54654316008031,-122.26178668247962,4
165556,165556,47.16230137454813,-122.48286217119382,5
165559,165559,47.161731043095486,-122.52059816582711,5
34489,34489,47.86291061390689,-122.145751370705,2
100027,100027,47.544872078165675,-122.3872147912166,4
67268,67268,47.686676478869494,-122.31215499160557,4
100037,100037,47.544853677579525,-122.38575227061777,4
67271,67271,47.68667608361602,-122.31107887940335,4
67276,67276,47.68667569986109,-122.31000109575704,4
67284,67284,47.686674788298355,-122.30676942552313,4
165591,165591,47.16286534591197,-122.43417289435803,5
34520,34520,47.86261057502922,-122.15473236840165,2
100057,100057,47.54481977180942,-122.38315487580759,4
67296,67296,47.68667431164091,-122.30086914183455,4
100071,100071,47.546052291126855,-122.28555175315023,4
132841,132841,47.35078750932859,-122.01900467897052,3
100080,100080,47.544766833445976,-122.3805057032379,4
100083,100083,47.54573943958076,-122.30642620994632,4
34548,34548,47.864672951028055,-121.9697293408286,1
165629,165629,47.16055343535511,-122.57387129449722,5
67326,67326,47.686678539794194,-122.29059797142631,4
100095,100095,47.544730914824726,-122.37913891229391,4
165633,165633,47.164513261765904,-122.29318351467982,5
100109,100109,47.54533685148994,-122.32958797164065,4
100110,100110,47.54602666754506,-122.27598858835286,4
67343,67343,47.68666356752991,-122.28527607965388,4
100120,100120,47.544682524774274,-122.37644486202271,4
132895,132895,47.34709097518636,-122.30105219001734,3
100148,100148,47.54465313792418,-122.3725340722043,4
67399,67399,47.68490869149697,-122.3983116465663,4
100189,100189,47.544729178963536,-122.35488584207276,4
67423,67423,47.68497131656673,-122.38758442087955,4
165730,165730,47.16145268495593,-122.48451196420804,5
67435,67435,47.6856124898639,-122.33676544320987,4
132975,132975,47.33985898168326,-122.7459365132383,5
125928,125928,47.38693496395998,-122.194475319208,3
132979,132979,47.342344003748,-122.58920530355462,5
100212,100212,47.54488146147915,-122.33130627068029,4
100214,100214,47.548481508805736,-122.02649970616633,3
104812,104812,47.52325145175186,-122.27910164408104,4
132988,132988,47.347353335333686,-122.22293455026869,3
165809,165809,47.165945153566945,-122.11833332964727,5
93171,93171,47.57584136881043,-122.1401094238952,3
100280,100280,47.543806048823015,-122.39000921411953,4
67533,67533,47.68610161594801,-122.26496917397024,4
133082,133082,47.345716976055144,-122.3017322059269,3
34795,34795,47.85968956689871,-122.28026087755856,2
67568,67568,47.68474774331477,-122.35529803791236,4
67581,67581,47.685045370013405,-122.32830693770497,4
165888,165888,47.16126114541352,-122.45546581431415,5
142336,142336,47.29581971694346,-122.23398769699338,3
100354,100354,47.53971517146514,-122.64154710583954,6
165892,165892,47.163957671673394,-122.2548060764557,5
67592,67592,47.685072748004735,-122.32292784549786,4
87724,87724,47.599115648566475,-122.15194705024045,3
67597,67597,47.684767682365816,-122.34449228086801,4
165915,165915,47.16135828116458,-122.44037273628894,5
198695,198695,47.5803484493715,-122.15106246866469,3
67624,67624,47.68763701657367,-122.09328709112641,3
100395,100395,47.543682028532096,-122.36119869971876,4
34861,34861,47.86452268711723,-121.79935037216859,1
67641,67641,47.6875062626435,-122.09237792496795,3
67643,67643,47.68486000211813,-122.31211690794915,4
34876,34876,47.865119271134624,-121.71761295420829,1
100414,100414,47.54649159125485,-122.1292612523484,3
100415,100415,47.54315915220167,-122.39434326808785,4
198727,198727,47.9221629298648,-122.2914301375042,2
100427,100427,47.54720325704884,-122.06227379927522,3
198744,198744,47.664321582102595,-122.6921796589882,6
100442,100442,47.5457731288496,-122.18555800621631,3
67675,67675,47.683996583027884,-122.36600867775711,4
34908,34908,47.86042641504226,-122.18603106507645,2
100474,100474,47.543077682728544,-122.3872358354937,4
67709,67709,47.68401821276677,-122.35529744991918,4
67712,67712,47.68485750894329,-122.29053782221568,4
100481,100481,47.54394486485852,-122.3189298188626,4
67714,67714,47.6862511607101,-122.17592355213225,3
67729,67729,47.68485213797884,-122.28525985750676,4
100507,100507,47.54453958240558,-122.26408244271917,4
198827,198827,47.60922640288438,-122.33576761896212,4
198828,198828,47.610219437034274,-122.33667571015896,4
198829,198829,47.60373811732224,-122.33381716466734,4
198830,198830,47.60302476629597,-122.3331646103062,4
100536,100536,47.54547531316118,-122.17578257497914,3
133306,133306,47.3399525761108,-122.58910627173739,5
198846,198846,47.58714312437454,-122.3201484322,4
100555,100555,47.54286186584776,-122.3764881293831,4
67791,67791,47.68602398012902,-122.16446472247291,3
67794,67794,47.683183853136,-122.38755890039094,4
133335,133335,47.3447805342357,-122.22232253371897,3
67809,67809,47.68475624260742,-122.26447159004093,4
100579,100579,47.542832375384776,-122.37060721845083,4
198891,198891,47.60587799294813,-122.33577445360923,4
198892,198892,47.60572978047862,-122.33563876204134,4
100589,100589,47.54291422710976,-122.36121310690942,4
198895,198895,47.73375810281132,-122.29242613086362,3
67828,67828,47.68323794835165,-122.37677972400834,4
198901,198901,47.74505802768888,-122.3453817514375,3
198903,198903,47.73413372586193,-122.3450893667409,3
198906,198906,47.633603826126894,-122.3761793630055,4
198907,198907,47.63350435552025,-122.37618762781051,4
166142,166142,47.159413408262736,-122.51313525702633,5
198911,198911,47.642948927844536,-122.37616210713293,4
198917,198917,47.44527646595764,-122.29629120388739,3
198918,198918,47.440291518272765,-122.29603026015965,3
198919,198919,47.434530491297785,-122.29556435055525,3
198920,198920,47.41204345017511,-122.23870829254845,3
133385,133385,47.34339623854074,-122.30117702482693,3
67851,67851,47.683716454928195,-122.33431987378793,4
198925,198925,47.36871127988166,-122.30376997159897,3
198927,198927,47.322403867850504,-122.31335367209054,3
198928,198928,47.31516242335846,-122.31338129195248,3
67858,67858,47.683262986398034,-122.36601044689057,4
100628,100628,47.54285961560015,-122.35492081150309,4
198934,198934,47.88197683198229,-122.2441216031083,2
133401,133401,47.34336233527868,-122.29700624439575,3
166170,166170,47.15943199463172,-122.50460786428658,5
198940,198940,47.74482230008158,-122.34537536195394,3
100637,100637,47.54658681794499,-122.03983042851617,3
133406,133406,47.34335560239778,-122.29616696514337,3
198944,198944,47.28986688643886,-122.32228980884197,3
166178,166178,47.16219136525342,-122.30408429279987,5
198947,198947,47.606591177180995,-122.33642635962643,4
100644,100644,47.54230166078729,-122.39003048922307,4
198950,198950,47.753593956486185,-122.27640932734144,3
198951,198951,47.75388361946143,-122.27569626907348,3
166185,166185,47.159442335271265,-122.49949263954906,5
100650,100650,47.54661730746051,-122.03262191089715,3
166191,166191,47.1594418908384,-122.49813522653403,5
198961,198961,47.6075203515307,-122.33420599304577,4
100658,100658,47.54227965121202,-122.38724276388311,4
198967,198967,47.611738362337356,-122.34174509586047,4
133432,133432,47.34334596591261,-122.28663367905048,3
198969,198969,47.60516465317734,-122.33512184559137,4
198970,198970,47.60445178706292,-122.33446974621809,4
198971,198971,47.604666918348244,-122.33159686393877,4
166204,166204,47.159438783113366,-122.49519543899751,5
198973,198973,47.60395371583582,-122.33094433300401,4
198977,198977,47.412214298182086,-122.24405481626316,3
198978,198978,47.39374335106395,-122.29484074350046,3
198979,198979,47.39458779185603,-122.29489761817337,3
133444,133444,47.343370763983465,-122.2813124684882,3
198981,198981,47.336182786520844,-122.3120964231074,3
100678,100678,47.543232399407756,-122.30381481544663,4
198984,198984,47.8819680005367,-122.23872017309442,2
198985,198985,47.86406510272042,-122.28182858698293,2
133450,133450,47.34338236581466,-122.27658936232446,3
198987,198987,47.80411280341026,-122.32865548751816,2
198988,198988,47.80322225246076,-122.32926302920221,2
198990,198990,47.840598965338245,-122.29825472661656,2
166224,166224,47.16214860430421,-122.29304537542876,5
198994,198994,47.82111673217386,-122.31504098104182,2
198997,198997,47.817573316073826,-122.3181706272055,2
199003,199003,47.48340647582553,-122.19568254657841,3
199006,199006,47.81041292852153,-122.32413728513853,2
199010,199010,47.81825791736764,-122.31753168543305,2
166243,166243,47.15938040024396,-122.48724881275996,5
67940,67940,47.68507219075113,-122.19065088799093,3
35177,35177,47.86325495486961,-121.8101285647836,1
67947,67947,47.685082531087815,-122.18610553202845,3
199031,199031,47.60609316030898,-122.33290125958692,4
35194,35194,47.863136584143255,-121.81667640481315,1
199037,199037,47.603237954927245,-122.33028983857777,4
199038,199038,47.60231093409961,-122.33251158311478,4
67983,67983,47.68317610316668,-122.32290237478537,4
100759,100759,47.54569466530026,-122.06274488408447,3
67997,67997,47.68459936718045,-122.20452085711564,3
100770,100770,47.54569342155515,-122.0574511552422,3
199078,199078,47.41202683253588,-122.22796060910473,3
199079,199079,47.4120030432881,-122.23333180417958,3
68009,68009,47.68277224745076,-122.34448440799201,4
35242,35242,47.86297257327778,-121.80452271093435,1
68014,68014,47.68311124654842,-122.3174895563745,4
60488,60488,47.72297627422581,-122.29083819171224,4
35251,35251,47.85823001765172,-122.25414280846854,2
199093,199093,47.75175752512122,-122.2808251567739,3
68023,68023,47.68309853876726,-122.31643394522085,4
68025,68025,47.6830862944437,-122.31527994111606,4
199098,199098,47.64966095674169,-122.30586937628676,4
199099,199099,47.74160810348599,-122.63874247985898,6
199101,199101,47.71412736577059,-122.34483652934736,4
199109,199109,47.882055699187994,-122.25028094035608,2
199110,199110,47.88446667803859,-122.25410113560693,2
199112,199112,47.91336203052394,-122.27163602703445,2
133578,133578,47.33805240906471,-122.59544801236632,5
22263,22263,47.97015156816988,-122.19684104138693,2
68044,68044,47.68304594061891,-122.31207913454548,4
68046,68046,47.68563274943395,-122.09582047423828,3
68051,68051,47.68304654114568,-122.30944533722584,4
68053,68053,47.68304665440833,-122.30886373751146,4
199131,199131,47.75835618564231,-122.2622897840498,3
199132,199132,47.748270447256324,-122.28482046755869,3
68061,68061,47.679458034662,-122.56109368748092,6
100833,100833,47.543298178768325,-122.23407950076785,3
68069,68069,47.68304710948909,-122.30291253606116,4
199142,199142,47.75576158807563,-122.23369989558151,3
35309,35309,47.862603545670275,-121.80600644095438,1
199150,199150,47.65101926893,-122.30854409355726,4
199151,199151,47.6302948820714,-122.37316178120199,4
199152,199152,47.63112914646866,-122.374219690312,4
199153,199153,47.6226117826878,-122.36325193579026,4
199155,199155,47.608297688102745,-122.3379875675966,4
100853,100853,47.54245533508728,-122.28381859924758,4
68087,68087,47.684163949622985,-122.20981328302307,3
166396,166396,47.15916845867058,-122.45550116365871,5
55041,55041,47.75448119064138,-122.16326082106123,3
164846,164846,47.16535019733387,-122.50814387904266,5
100874,100874,47.54247598703971,-122.27280766435004,4
35339,35339,47.86092188096827,-121.9768189083022,1
100879,100879,47.54211427860087,-122.2990355979492,4
68112,68112,47.68459110938405,-122.16424290653339,3
68115,68115,47.682694922408,-122.31747909823568,4
82350,82350,47.62437131680036,-122.15367749598903,3
100888,100888,47.542075838242646,-122.29930225849631,4
104196,104196,47.526120626569735,-122.28767392830166,4
100890,100890,47.541040239508874,-122.37653136506775,4
100894,100894,47.542472020087374,-122.26456591442397,4
166432,166432,47.15931307966003,-122.4387846039433,5
68135,68135,47.683043096404894,-122.28515747841406,4
199209,199209,47.45315646928034,-122.29503797126677,3
100909,100909,47.54070139406741,-122.39646039713898,4
