trip_id,stop_id
35,85011
35,85571
35,86171
35,86768
35,87170
35,87346
36,76913
36,77749
36,77757
36,78662
36,78988
36,79631
36,79650
36,79652
36,79668
36,80195
36,80806
36,81040
36,81726
36,82553
36,82829
36,83312
36,83389
36,83529
36,84107
36,84634
36,85011
36,85571
36,86171
36,86768
36,87170
36,87346
37,76913
37,77749
37,77757
37,78662
37,78988
37,79631
37,79650
37,79652
37,79668
37,80195
37,80806
37,81040
37,81726
37,82553
37,82829
37,83312
37,83389
37,83529
37,84107
37,84634
37,85011
37,85571
37,86171
37,86768
37,87170
37,87346
38,85011
38,84634
38,84107
38,83648
38,83389
38,83566
38,83102
38,82038
38,81730
38,81040
38,80806
38,80195
38,79944
38,79668
38,79650
38,79631
38,78988
38,78662
38,77757
38,77266
38,76819
39,85011
39,84634
39,84107
39,83648
39,83389
39,83566
39,83102
39,82038
39,81730
39,81040
39,80806
39,80195
39,79944
39,79668
39,79650
39,79631
39,78988
39,78662
39,77757
39,77266
39,76819
40,85011
40,84634
40,84107
40,83648
40,83389
40,83566
40,83102
40,82038
40,81730
40,81040
40,80806
40,80195
40,79944
40,79668
40,79650
40,79631
40,78988
40,78662
40,77757
40,77266
40,76819
41,85011
41,84634
41,84107
41,83648
41,83389
41,83566
41,83102
41,82038
41,81730
41,81040
41,80806
41,80195
41,79944
41,79668
41,79650
41,79631
41,78988
41,78662
41,77757
41,77266
41,76819
42,85011
42,84634
42,84107
42,83648
42,83389
42,83566
42,83102
42,82038
42,81730
42,81040
42,80806
42,80195
42,79944
42,79668
42,79650
42,79631
42,78988
42,78662
42,77757
42,77266
42,76819
43,85011
43,84634
43,84107
43,83648
43,83389
43,83566
43,83102
43,82038
43,81730
43,81040
43,80806
43,80195
43,79944
43,79668
43,79650
43,79631
43,78988
43,78662
43,77757
43,77266
43,76819
44,85011
44,84634
44,84107
44,83648
44,83389
44,83566
44,83102
44,82038
44,81730
44,81040
44,80806
44,80195
44,79944
44,79668
44,79650
44,79631
44,78988
44,78662
44,77757
44,77266
44,76819
45,85011
45,84634
45,84107
45,83648
45,83389
45,83566
45,83102
45,82038
45,81730
45,81040
45,80806
45,80195
45,79944
45,79668
45,79650
45,79631
45,78988
45,78662
45,77757
45,77266
45,76819
46,85011
46,84634
46,84107
46,83648
46,83389
46,83566
46,83102
46,82038
46,81730
46,81040
46,80806
46,80195
46,79944
46,79668
46,79650
46,79631
46,78988
46,78662
46,77757
46,77266
46,76819
47,85011
47,84634
47,84107
47,83648
47,83389
47,83566
47,83102
47,82038
47,81730
47,81040
47,80806
47,80195
47,79944
47,79668
47,79650
47,79631
47,78988
47,78662
47,77757
47,77266
47,76819
48,85011
48,84634
48,84107
48,83648
48,83389
48,83566
48,83102
48,82038
48,81730
48,81040
48,80806
48,80195
48,79944
48,79668
48,79650
48,79631
48,78988
48,78662
48,77757
48,77266
48,76819
49,76913
49,77749
49,77757
49,78662
49,78988
49,79631
49,79650
49,79652
49,79668
49,80195
49,81726
49,84634
49,85011
49,85571
49,86171
50,76913
50,77749
50,77757
50,78662
50,78988
50,79631
50,79650
50,79652
50,79668
50,80195
50,81726
50,84634
50,85011
50,85571
50,86171
51,76913
51,77749
51,77757
51,78662
51,78988
51,79631
51,79650
51,79652
51,79668
51,80195
51,81726
51,84634
51,85011
51,85571
51,86171
52,76913
52,77749
52,77757
52,78662
52,78988
52,79631
52,79650
52,79652
52,79668
52,80195
52,81726
52,84634
52,85011
52,85571
52,86171
53,76913
53,77749
53,77757
53,78662
53,78988
53,79631
53,79650
53,79652
53,79668
53,80195
53,81726
53,84634
53,85011
53,85571
53,86171
54,76913
54,77749
54,77757
54,78662
54,78988
54,79631
54,79650
54,79652
54,79668
54,80195
54,81726
54,84634
54,85011
54,85571
54,86171
55,76913
55,77749
55,77757
55,78662
55,78988
55,79631
55,79650
55,79652
55,79668
55,80195
55,81726
55,84634
55,85011
55,85571
55,86171
56,76913
56,77749
56,77757
56,78662
56,78988
56,79631
56,79650
56,79652
56,79668
56,80195
56,81726
56,84634
56,85011
56,85571
56,86171
57,76913
57,77749
57,77757
57,78662
57,78988
57,79631
57,79650
57,79652
57,79668
57,80195
57,81726
57,84634
57,85011
57,85571
57,86171
58,76913
58,77749
58,77757
58,78662
58,78988
58,79631
58,79650
58,79652
58,79668
58,80195
58,81726
58,84634
58,85011
58,85571
58,86171
59,76913
59,77749
59,77757
59,78662
59,78988
59,79631
59,79650
59,79652
59,79668
59,80195
59,81726
59,84634
59,85011
59,85571
59,86171
60,76913
60,77749
60,77757
60,78662
60,78988
60,79631
60,79650
60,79652
60,79668
60,80195
60,81726
60,84634
60,85011
60,85571
60,86171
61,85609
61,85825
61,85633
61,85299
61,85208
61,85039
61,84823
61,84720
61,84571
61,84715
61,84595
61,84597
61,84604
61,84608
61,84617
61,84621
61,84635
61,84637
61,84644
61,84647
61,84158
61,83858
61,83596
61,83613
61,83938
61,84579
61,84854
62,85609
62,85825
62,85633
62,85299
62,85208
62,85039
62,84823
62,84720
62,84571
62,84715
62,84595
62,84597
62,84604
62,84608
62,84617
62,84621
62,84635
62,84637
62,84644
62,84647
62,84158
62,83858
62,83596
62,83613
62,83938
62,84579
62,84854
63,85609
63,85825
63,85633
63,85299
63,85208
63,85039
63,84823
63,84720
63,84571
63,84715
63,84595
63,84597
63,84604
63,84608
63,84617
63,84621
63,84635
63,84637
63,84644
63,84647
63,84158
63,83858
63,83596
63,83613
63,83938
63,84579
63,84854
64,85609
64,85825
64,85633
64,85299
64,85208
64,85039
64,84823
64,84720
64,84571
64,84715
64,84595
64,84597
64,84604
64,84608
64,84617
64,84621
64,84635
64,84637
64,84644
64,84647
64,84158
64,83858
64,83596
64,83613
64,83938
64,84579
64,84854
65,85609
65,85825
65,85633
65,85299
65,85208
65,85039
65,84823
65,84720
65,84571
65,84715
65,84595
65,84597
65,84604
65,84608
65,84617
65,84621
65,84635
65,84637
65,84644
65,84647
65,84158
65,83858
65,83596
65,83613
65,83938
65,84579
65,84854
66,85609
66,85825
66,85633
66,85299
66,85208
66,85039
66,84823
66,84720
66,84571
66,84715
66,84595
66,84597
66,84604
66,84608
66,84617
66,84621
66,84635
66,84637
66,84644
66,84647
66,84158
66,83858
66,83596
66,83613
66,83938
66,84579
66,84854
67,85609
67,85825
67,85633
67,85299
67,85208
67,85039
67,84823
67,84720
67,84571
67,84715
67,84595
67,84597
67,84604
67,84608
67,84617
67,84621
67,84635
67,84637
67,84644
67,84647
67,84158
67,83858
67,83596
67,83613
67,83938
67,84579
67,84854
68,85609
68,85825
68,85633
68,85299
68,85208
68,85039
68,84823
68,84720
68,84571
68,84715
68,84595
68,84597
68,84604
68,84608
68,84617
68,84621
68,84635
68,84637
68,84644
68,84647
68,84158
68,83858
68,83596
68,83613
68,83938
68,84579
68,84854
69,85609
69,85825
69,85633
69,85299
69,85208
69,85039
69,84823
69,84720
69,84571
69,84715
69,84595
69,84597
69,84604
69,84608
69,84617
69,84621
69,84635
69,84637
69,84644
69,84647
69,84158
69,83858
69,83596
69,83613
69,83938
69,84579
69,84854
70,85609
70,85825
70,85633
70,85299
70,85208
70,85039
70,84823
70,84720
70,84571
70,84715
70,84595
70,84597
70,84604
70,84608
70,84617
70,84621
70,84635
70,84637
70,84644
70,84647
70,84158
70,83858
70,83596
70,83613
70,83938
70,84579
70,84854
71,85609
71,85825
71,85633
71,85299
71,85208
71,85039
71,84823
71,84720
71,84571
71,84715
71,84595
71,84597
71,84604
71,84608
71,84617
71,84621
71,84635
71,84637
71,84644
71,84647
71,84158
71,83858
71,83596
71,83613
71,83938
71,84579
71,84854
72,85609
72,85825
72,85633
72,85299
72,85208
72,85039
72,84823
72,84720
72,84571
72,84715
72,84595
72,84597
72,84604
72,84608
72,84617
72,84621
72,84635
72,84637
72,84644
72,84647
72,84158
72,83858
72,83596
72,83613
72,83938
72,84579
72,84854
73,85609
73,85825
73,85633
73,85299
73,85208
73,85039
73,84823
73,84720
73,84571
73,84715
73,84595
73,84597
73,84604
73,84608
73,84617
73,84621
73,84635
73,84637
73,84644
73,84647
73,84158
73,83858
73,83596
73,83613
73,83938
73,84579
73,84854
74,85609
74,85825
74,85633
74,85299
74,85208
74,85039
74,84823
74,84720
74,84571
74,84715
74,84595
74,84597
74,84604
74,84608
74,84617
74,84621
74,84635
74,84637
74,84644
74,84647
74,84158
74,83858
74,83596
74,83613
74,83938
74,84579
74,84854
75,85609
75,85825
75,85633
75,85299
75,85208
75,85039
75,84823
75,84720
75,84571
75,84715
75,84595
75,84597
75,84604
75,84608
75,84617
75,84621
75,84635
75,84637
75,84644
75,84647
75,84158
75,83858
75,83596
75,83613
75,83938
75,84579
75,84854
76,85609
76,85825
76,85633
76,85299
76,85208
76,85039
76,84823
76,84720
76,84571
76,84715
76,84595
76,84597
76,84604
76,84608
76,84617
76,84621
76,84635
76,84637
76,84644
76,84647
76,84158
76,83858
76,83596
76,83613
76,83938
76,84579
76,84854
77,84854
77,84579
77,83938
77,83412
77,83417
77,83596
77,83858
77,84158
77,84654
77,84647
77,84644
77,84637
77,84635
77,84631
77,84621
77,84617
77,84608
77,84604
77,84597
77,84596
77,84571
77,84611
77,84823
77,85039
77,85112
77,85299
77,85489
77,85682
77,85011
78,84854
78,84579
78,83938
78,83412
78,83417
78,83596
78,83858
78,84158
78,84654
78,84647
78,84644
78,84637
78,84635
78,84631
78,84621
78,84617
78,84608
78,84604
78,84597
78,84596
78,84571
78,84611
78,84823
78,85039
78,85112
78,85299
78,85489
78,85682
78,85011
79,84854
79,84579
79,83938
79,83412
79,83417
79,83596
79,83858
79,84158
79,84654
79,84647
79,84644
79,84637
79,84635
79,84631
79,84621
79,84617
79,84608
79,84604
79,84597
79,84596
79,84571
79,84611
79,84823
79,85039
79,85112
79,85299
79,85489
79,85682
79,85011
80,84854
80,84579
80,83938
80,83412
80,83417
80,83596
80,83858
80,84158
80,84654
80,84647
80,84644
80,84637
80,84635
80,84631
80,84621
80,84617
80,84608
80,84604
80,84597
80,84596
80,84571
80,84611
80,84823
80,85039
80,85112
80,85299
80,85489
80,85682
80,85011
81,84854
81,84579
81,83938
81,83412
81,83417
81,83596
81,83858
81,84158
81,84654
81,84647
81,84644
81,84637
81,84635
81,84631
81,84621
81,84617
81,84608
81,84604
81,84597
81,84596
81,84571
81,84611
81,84823
81,85039
81,85112
81,85299
81,85489
81,85682
81,85011
82,84854
82,84579
82,83938
82,83412
82,83417
82,83596
82,83858
82,84158
82,84654
82,84647
82,84644
82,84637
82,84635
82,84631
82,84621
82,84617
82,84608
82,84604
82,84597
82,84596
82,84571
82,84611
82,84823
82,85039
82,85112
82,85299
82,85489
82,85682
82,85011
83,84854
83,84579
83,83938
83,83412
83,83417
83,83596
83,83858
83,84158
83,84654
83,84647
83,84644
83,84637
83,84635
83,84631
83,84621
83,84617
83,84608
83,84604
83,84597
83,84596
83,84571
83,84611
83,84823
83,85039
83,85112
83,85299
83,85489
83,85682
83,85011
84,84854
84,84579
84,83938
84,83412
84,83417
84,83596
84,83858
84,84158
84,84654
84,84647
84,84644
84,84637
84,84635
84,84631
84,84621
84,84617
84,84608
84,84604
84,84597
84,84596
84,84571
84,84611
84,84823
84,85039
84,85112
84,85299
84,85489
84,85682
84,85011
85,84854
85,84579
85,83938
85,83412
85,83417
85,83596
85,83858
85,84158
85,84654
85,84647
85,84644
85,84637
85,84635
85,84631
85,84621
85,84617
85,84608
85,84604
85,84597
85,84596
85,84571
85,84611
85,84823
85,85039
85,85112
85,85299
85,85489
85,85682
85,85011
86,84854
86,84579
86,83938
86,83412
86,83417
86,83596
86,83858
86,84158
86,84654
86,84647
86,84644
86,84637
86,84635
86,84631
86,84621
86,84617
86,84608
86,84604
86,84597
86,84596
86,84571
86,84611
86,84823
86,85039
86,85112
86,85299
86,85489
86,85682
86,85011
87,84854
87,84579
87,83938
87,83412
87,83417
87,83596
87,83858
87,84158
87,84654
87,84647
87,84644
87,84637
87,84635
87,84631
87,84621
87,84617
87,84608
87,84604
87,84597
87,84596
87,84571
87,84611
87,84823
87,85039
87,85112
87,85299
87,85489
87,85682
87,85011
88,84854
88,84579
88,83938
88,83412
88,83417
88,83596
88,83858
88,84158
88,84654
88,84647
88,84644
88,84637
88,84635
88,84631
88,84621
88,84617
88,84608
88,84604
88,84597
88,84596
88,84571
88,84611
88,84823
88,85039
88,85112
88,85299
88,85489
88,85682
88,85011
89,84854
89,84579
89,83938
89,83412
89,83417
89,83596
89,83858
89,84158
89,84654
89,84647
89,84644
89,84637
89,84635
89,84631
89,84621
89,84617
89,84608
89,84604
89,84597
89,84596
89,84571
89,84611
89,84823
89,85039
89,85112
89,85299
89,85489
89,85682
89,85011
90,84854
90,84579
90,83938
90,83412
90,83417
90,83596
90,83858
90,84158
90,84654
90,84647
90,84644
90,84637
90,84635
90,84631
90,84621
90,84617
90,84608
90,84604
90,84597
90,84596
90,84571
90,84611
90,84823
90,85039
90,85112
90,85299
90,85489
90,85682
90,85011
91,84854
91,84579
91,83938
91,83412
91,83417
91,83596
91,83858
91,84158
91,84654
91,84647
91,84644
91,84637
91,84635
91,84631
91,84621
91,84617
91,84608
91,84604
91,84597
91,84596
91,84571
91,84611
91,84823
91,85039
91,85112
91,85299
91,85489
91,85682
91,85011
92,84854
92,84579
92,83938
92,83412
92,83417
92,83596
92,83858
92,84158
92,84654
92,84647
92,84644
92,84637
92,84635
92,84631
92,84621
92,84617
92,84608
92,84604
92,84597
92,84596
92,84571
92,84611
92,84823
92,85039
92,85112
92,85299
92,85489
92,85682
92,85011
93,87342
93,199610
93,86311
93,85773
93,85011
93,84634
93,84107
93,83648
93,83139
93,82586
93,82072
93,81313
93,81027
93,80424
93,79301
93,79024
93,78166
93,78149
93,78114
93,77798
93,77289
93,76820
93,76815
94,87342
94,199610
94,86311
94,85773
94,85011
94,84634
94,84107
94,83648
94,83139
94,82586
94,82072
94,81313
94,81027
94,80424
94,79301
94,79024
94,78166
94,78149
94,78114
94,77798
94,77289
94,76820
94,76815
95,87342
95,199610
95,86311
95,85773
95,85011
95,84634
95,84107
95,83648
95,83139
95,82586
95,82072
95,81313
95,81027
95,80424
95,79301
95,79024
95,78166
95,78149
95,78114
95,77798
95,77289
95,76820
95,76815
96,87342
96,199610
96,86311
96,85773
96,85011
96,84634
96,84107
96,83648
96,83139
96,82586
96,82072
96,81313
96,81027
96,80424
96,79301
96,79024
96,78166
96,78149
96,78114
96,77798
96,77289
96,76820
96,76815
97,85011
97,84634
97,84107
97,83648
97,83139
97,82586
97,82072
97,81313
97,81027
97,80424
97,79301
97,79024
97,78166
97,78149
97,78114
97,77798
97,77289
97,76820
97,76815
98,85011
98,84634
98,84107
98,83648
98,83139
98,82586
98,82072
98,81313
98,81027
98,80424
98,79301
98,79024
98,78166
98,78149
98,78114
98,77798
98,77289
98,76820
98,76815
99,85011
99,84634
99,84107
99,83648
99,83139
99,82586
99,82072
99,81313
99,81027
99,80424
99,79301
99,79024
99,78166
99,78149
99,78114
99,77798
99,77289
99,76820
99,76815
100,85011
100,84634
100,84107
100,83648
100,83139
100,82586
100,82072
100,81313
100,81027
100,80424
100,79301
100,79024
100,78166
100,78149
100,78114
100,77798
100,77289
100,76820
100,76815
101,85011
101,84634
101,84107
101,83648
101,83139
101,82586
101,82072
101,81313
101,81027
101,80424
101,79301
101,79024
101,78166
101,78149
101,78114
101,77798
101,77289
101,76820
101,76815
102,85011
102,84634
102,84107
102,83648
102,83139
102,82586
102,82072
102,81313
102,81027
102,80424
102,79301
102,79024
102,78166
102,78149
102,78114
102,77798
102,77289
102,76820
102,76815
103,85011
103,84634
103,84107
103,83648
103,83139
103,82586
103,82072
103,81313
103,81027
103,80424
103,79301
103,79024
103,78166
103,78149
103,78114
103,77798
103,77289
103,76820
103,76815
104,84654
104,85198
104,85719
104,85704
104,85695
104,85685
104,85675
104,85670
104,85659
104,86018
104,86014
104,86011
104,85994
104,85975
104,85967
104,85956
104,86208
104,86157
104,86438
104,86532
104,86311
104,85773
104,85011
105,84654
105,85198
105,85719
105,85704
105,85695
105,85685
105,85675
105,85670
105,85659
105,86018
105,86014
105,86011
105,85994
105,85975
105,85967
105,85956
105,86208
105,86157
105,86438
105,86532
105,86311
105,85773
105,85011
106,84654
106,85198
106,85719
106,85704
106,85695
106,85685
106,85675
106,85670
106,85659
106,86018
106,86014
106,86011
106,85994
106,85975
106,85967
106,85956
106,86208
106,86157
106,86438
106,86532
106,86311
106,85773
106,85011
107,84654
107,85198
107,85719
107,85704
107,85695
107,85685
107,85675
107,85670
107,85659
107,86018
107,86014
107,86011
107,85994
107,85975
107,85967
107,85956
107,86208
107,86157
107,86438
107,86532
107,86311
107,85773
107,85011
108,84654
108,85198
108,85719
108,85704
108,85695
108,85685
108,85675
108,85670
108,85659
108,86018
108,86014
108,86011
108,85994
108,85975
108,85967
108,85956
108,86208
108,86157
108,86438
108,86532
108,86311
108,85773
108,85011
109,84654
109,85198
109,85719
109,85704
109,85695
109,85685
109,85675
109,85670
109,85659
109,86018
109,86014
109,86011
109,85994
109,85975
109,85967
109,85956
109,86208
109,86157
109,86438
109,86532
109,86311
109,85773
109,85011
110,84654
110,85198
110,85719
110,85704
110,85695
110,85685
110,85675
110,85670
110,85659
110,86018
110,86014
110,86011
110,85994
110,85975
110,85967
110,85956
110,86208
110,86157
110,86438
110,86532
110,86311
110,85773
110,85011
111,84654
111,85198
111,85719
111,85704
111,85695
111,85685
111,85675
111,85670
111,85659
111,86018
111,86014
111,86011
111,85994
111,85975
111,85967
111,85956
111,86208
111,86157
111,86438
111,86532
111,86311
111,85773
111,85011
112,85828
112,85652
112,85659
112,86018
112,86014
112,86011
112,85994
112,85975
112,85967
112,85956
112,86208
112,86157
112,86438
112,86532
112,86311
112,85773
112,85011
113,85828
113,85652
113,85659
113,86018
113,86014
113,86011
113,85994
113,85975
113,85967
113,85956
113,86208
113,86157
113,86438
113,86532
113,86311
113,85773
113,85011
114,85828
114,85652
114,85659
114,86018
114,86014
114,86011
114,85994
114,85975
114,85967
114,85956
114,86208
114,86157
114,86438
114,86532
114,86311
114,85773
114,85011
115,85609
115,86171
115,86616
115,86438
115,86157
115,86208
115,86127
115,85956
115,85967
115,85975
115,85994
115,86011
115,85652
115,85659
115,85670
115,85685
115,85695
115,85704
115,85719
115,85426
115,85198
115,84654
116,85609
116,86171
116,86616
116,86438
116,86157
116,86208
116,86127
116,85956
116,85967
116,85975
116,85994
116,86011
116,85652
116,85659
116,85670
116,85685
116,85695
116,85704
116,85719
116,85426
116,85198
116,84654
117,85609
117,86171
117,86616
117,86438
117,86157
117,86208
117,86127
117,85956
117,85967
117,85975
117,85994
117,86011
117,85652
117,85659
117,85670
117,85685
117,85695
117,85704
117,85719
117,85426
117,85198
117,84654
118,85609
118,86171
118,86616
118,86438
118,86157
118,86208
118,86127
118,85956
118,85967
118,85975
118,85994
118,86011
118,85652
118,85659
118,85670
118,85685
118,85695
118,85704
118,85719
118,85426
118,85198
118,84654
119,85609
119,86171
119,86616
119,86438
119,86157
119,86208
119,86127
119,85956
119,85967
119,85975
119,85994
119,86011
119,85652
119,85659
119,85670
119,85685
119,85695
119,85704
119,85719
119,85426
119,85198
119,84654
120,85609
120,86171
120,86616
120,86438
120,86157
120,86208
120,86127
120,85956
120,85967
120,85975
120,85994
120,86011
120,85652
120,85659
120,85670
120,85685
120,85695
120,85704
120,85719
120,85426
120,85198
120,84654
121,85609
121,86171
121,86616
121,86438
121,86157
121,86208
121,86127
121,85956
121,85967
121,85975
121,85994
121,86011
121,85652
121,85659
121,85670
121,85685
121,85695
121,85704
121,85719
121,85426
121,85198
121,84654
122,85609
122,86171
122,86616
122,86438
122,86157
122,86208
122,86127
122,85956
122,85967
122,85975
122,85994
122,86011
122,85652
122,85659
122,85670
122,85685
122,85695
122,85704
122,85719
122,85426
122,85198
122,84654
123,85609
123,86171
123,86616
123,86438
123,86157
123,86208
123,86127
123,85956
123,85967
123,85975
123,85994
123,86011
123,85828
124,85609
124,86171
124,86616
124,86438
124,86157
124,86208
124,86127
124,85956
124,85967
124,85975
124,85994
124,86011
124,85828
125,85609
125,86171
125,86616
125,86438
125,86157
125,86208
125,86127
125,85956
125,85967
125,85975
125,85994
125,86011
125,85828
126,85011
126,85571
126,86171
126,86616
126,86438
126,86157
126,86208
126,86127
126,85956
126,85967
126,85975
126,85994
126,86011
126,85652
