trip_id,arrival_time_min,departure_time_min,stop_id,stop_sequence,shape_dist_traveled,arrival_time,departure_time,stop_id_num,trip_id_num,original_travel_time,travel_time,travel_time_sec,dwell_time,dwell_time_sec,route_id,service_id,direction_id,shape_id,vehicle_name,seated_capacity,standing_capacity,max_speed,acceleration,deceleration,dwell_formula,capacity,max_speed_fps,route_short_name,route_long_name,route_type,mode,proof_of_payment,mode_num,mode_type,route_id_num,max_stop_seq,trip_departure_time,boards,alights,onboard,friction,standees,overcap,msa_boards,msa_alights,msa_onboard,msa_friction,msa_standees,msa_overcap
t3,914.0,914.0,B0,1,0.0,2015-06-30 15:14:00,2015-06-30 15:14:00,4,3,0 days 00:02:00.000000000,0 days 00:02:00.000000000,120.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:14:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t3,916.0,916.0,B1,2,0.1820440569632047,2015-06-30 15:16:00,2015-06-30 15:16:00,5,3,0 days 00:05:00.000000000,0 days 00:05:00.000000000,300.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:14:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t3,921.0,921.0,B2,3,0.8583490512733136,2015-06-30 15:21:00,2015-06-30 15:21:00,6,3,0 days 00:06:00.000000000,0 days 00:06:00.000000000,360.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:14:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t3,927.0,927.0,B3,4,1.590934364800046,2015-06-30 15:27:00,2015-06-30 15:27:00,7,3,0 days 00:02:00.000000000,0 days 00:02:00.000000000,120.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:14:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t3,929.0,929.0,B4,5,1.7325856023319244,2015-06-30 15:29:00,2015-06-30 15:29:00,8,3,,,,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:14:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t4,922.0,922.0,B0,1,0.0,2015-06-30 15:22:00,2015-06-30 15:22:00,4,4,0 days 00:02:00.000000000,0 days 00:02:00.000000000,120.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:22:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t4,924.0,924.0,B1,2,0.1820440569632047,2015-06-30 15:24:00,2015-06-30 15:24:00,5,4,0 days 00:05:00.000000000,0 days 00:05:00.000000000,300.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:22:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t4,929.0,929.0,B2,3,0.8583490512733136,2015-06-30 15:29:00,2015-06-30 15:29:00,6,4,0 days 00:06:00.000000000,0 days 00:06:00.000000000,360.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:22:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t4,935.0,935.0,B3,4,1.590934364800046,2015-06-30 15:35:00,2015-06-30 15:35:00,7,4,0 days 00:02:00.000000000,0 days 00:02:00.000000000,120.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:22:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t4,937.0,937.0,B4,5,1.7325856023319244,2015-06-30 15:37:00,2015-06-30 15:37:00,8,4,,,,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:22:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t5,930.0,930.0,B0,1,0.0,2015-06-30 15:30:00,2015-06-30 15:30:00,4,5,0 days 00:02:00.000000000,0 days 00:02:00.000000000,120.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:30:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t5,932.0,932.0,B1,2,0.1820440569632047,2015-06-30 15:32:00,2015-06-30 15:32:00,5,5,0 days 00:05:00.000000000,0 days 00:05:00.000000000,300.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:30:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t5,937.0,937.0,B2,3,0.8583490512733136,2015-06-30 15:37:00,2015-06-30 15:37:00,6,5,0 days 00:06:00.000000000,0 days 00:06:00.000000000,360.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:30:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t5,943.0,943.0,B3,4,1.590934364800046,2015-06-30 15:43:00,2015-06-30 15:43:00,7,5,0 days 00:02:00.000000000,0 days 00:02:00.000000000,120.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:30:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t5,945.0,945.0,B4,5,1.7325856023319244,2015-06-30 15:45:00,2015-06-30 15:45:00,8,5,,,,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:30:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t6,938.0,938.0,B0,1,0.0,2015-06-30 15:38:00,2015-06-30 15:38:00,4,6,0 days 00:02:00.000000000,0 days 00:02:00.000000000,120.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:38:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t6,940.0,940.0,B1,2,0.1820440569632047,2015-06-30 15:40:00,2015-06-30 15:40:00,5,6,0 days 00:05:00.000000000,0 days 00:05:00.000000000,300.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:38:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t6,945.0,945.0,B2,3,0.8583490512733136,2015-06-30 15:45:00,2015-06-30 15:45:00,6,6,0 days 00:06:00.000000000,0 days 00:06:00.000000000,360.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:38:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t6,951.0,951.0,B3,4,1.590934364800046,2015-06-30 15:51:00,2015-06-30 15:51:00,7,6,0 days 00:02:00.000000000,0 days 00:02:00.000000000,120.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:38:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t6,953.0,953.0,B4,5,1.7325856023319244,2015-06-30 15:53:00,2015-06-30 15:53:00,8,6,,,,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:38:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t7,946.0,946.0,B0,1,0.0,2015-06-30 15:46:00,2015-06-30 15:46:00,4,7,0 days 00:02:00.000000000,0 days 00:02:00.000000000,120.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:46:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t7,948.0,948.0,B1,2,0.1820440569632047,2015-06-30 15:48:00,2015-06-30 15:48:00,5,7,0 days 00:05:00.000000000,0 days 00:05:00.000000000,300.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:46:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t7,953.0,953.0,B2,3,0.8583490512733136,2015-06-30 15:53:00,2015-06-30 15:53:00,6,7,0 days 00:06:00.000000000,0 days 00:06:00.000000000,360.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:46:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t7,959.0,959.0,B3,4,1.590934364800046,2015-06-30 15:59:00,2015-06-30 15:59:00,7,7,0 days 00:02:00.000000000,0 days 00:02:00.000000000,120.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:46:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t7,961.0,961.0,B4,5,1.7325856023319244,2015-06-30 16:01:00,2015-06-30 16:01:00,8,7,,,,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:46:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t8,954.0,954.0,B0,1,0.0,2015-06-30 15:54:00,2015-06-30 15:54:00,4,8,0 days 00:02:00.000000000,0 days 00:02:00.000000000,120.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:54:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t8,956.0,956.0,B1,2,0.1820440569632047,2015-06-30 15:56:00,2015-06-30 15:56:00,5,8,0 days 00:05:00.000000000,0 days 00:05:00.000000000,300.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:54:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t8,961.0,961.0,B2,3,0.8583490512733136,2015-06-30 16:01:00,2015-06-30 16:01:00,6,8,0 days 00:06:00.000000000,0 days 00:06:00.000000000,360.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:54:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t8,967.0,967.0,B3,4,1.590934364800046,2015-06-30 16:07:00,2015-06-30 16:07:00,7,8,0 days 00:02:00.000000000,0 days 00:02:00.000000000,120.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:54:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t8,969.0,969.0,B4,5,1.7325856023319244,2015-06-30 16:09:00,2015-06-30 16:09:00,8,8,,,,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 15:54:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t9,962.0,962.0,B0,1,0.0,2015-06-30 16:02:00,2015-06-30 16:02:00,4,9,0 days 00:02:00.000000000,0 days 00:02:00.000000000,120.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 16:02:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t9,964.0,964.0,B1,2,0.1820440569632047,2015-06-30 16:04:00,2015-06-30 16:04:00,5,9,0 days 00:05:00.000000000,0 days 00:05:00.000000000,300.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 16:02:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t9,969.0,969.0,B2,3,0.8583490512733136,2015-06-30 16:09:00,2015-06-30 16:09:00,6,9,0 days 00:06:00.000000000,0 days 00:06:00.000000000,360.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 16:02:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t9,975.0,975.0,B3,4,1.590934364800046,2015-06-30 16:15:00,2015-06-30 16:15:00,7,9,0 days 00:02:00.000000000,0 days 00:02:00.000000000,120.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 16:02:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t9,977.0,977.0,B4,5,1.7325856023319244,2015-06-30 16:17:00,2015-06-30 16:17:00,8,9,,,,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 16:02:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t10,970.0,970.0,B0,1,0.0,2015-06-30 16:10:00,2015-06-30 16:10:00,4,10,0 days 00:02:00.000000000,0 days 00:02:00.000000000,120.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 16:10:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t10,972.0,972.0,B1,2,0.1820440569632047,2015-06-30 16:12:00,2015-06-30 16:12:00,5,10,0 days 00:05:00.000000000,0 days 00:05:00.000000000,300.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 16:10:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t10,977.0,977.0,B2,3,0.8583490512733136,2015-06-30 16:17:00,2015-06-30 16:17:00,6,10,0 days 00:06:00.000000000,0 days 00:06:00.000000000,360.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 16:10:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t10,983.0,983.0,B3,4,1.590934364800046,2015-06-30 16:23:00,2015-06-30 16:23:00,7,10,0 days 00:02:00.000000000,0 days 00:02:00.000000000,120.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 16:10:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t10,985.0,985.0,B4,5,1.7325856023319244,2015-06-30 16:25:00,2015-06-30 16:25:00,8,10,,,,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 16:10:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
t11,978.0,978.0,B0,1,0.0,2015-06-30 16:18:00,2015-06-30 16:18:00,4,11,0 days 00:02:00.000000000,0 days 00:02:00.000000000,120.0,0 days 00:00:00.000000000,0.0,A,TNT,1,A,bus,5,5,25.0,3.4,4.0,3.323 + 2.343*[boards] + 1.619*[alights] + 0.093*[friction],10,36.666666666666664,Bus_A_Loc,Local Bus - A,3,local_bus,False,301,transit,1,5,2015-06-30 16:18:00,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0
